numero;date;depart;arrivee;long;denivele;type;wiki
12;18/07/2019;Toulouse;Bagnères-de-Bigorre;209.5;NC;1;https://fr.wikipedia.org/wiki/12e_%C3%A9tape_du_Tour_de_France_2019
