numero;date;depart;arrivee;long;denivele;type;wiki
2;02/07/2023;Vitoria-Gasteiz (ESP);Saint-Sébastien (ESP);208.9;2943;1;https://fr.wikipedia.org/wiki/2e_%C3%A9tape_du_Tour_de_France_2023
