numero;date;depart;arrivee;long;denivele;type;wiki
9;15/07/2018;citadelle d'Arras;Roubaix;156.5;NC;1;https://fr.wikipedia.org/wiki/9e_%C3%A9tape_du_Tour_de_France_2018
