numero;date;depart;arrivee;long;denivele;type;wiki
13;11/09/2020;Châtel-Guyon;puy Mary;191.5;4459;1;https://fr.wikipedia.org/wiki/13e_%C3%A9tape_du_Tour_de_France_2020
