numero;date;depart;arrivee;long;denivele;type;wiki
4;02/07/2024;Pignerol (ITA);Valloire;139.6;3860;1;https://fr.wikipedia.org/wiki/4e_%C3%A9tape_du_Tour_de_France_2024
