numero;date;depart;arrivee;long;denivele;type;wiki
10;09/07/2024;Orléans;Saint-Amand-Montrond;187.3;888;1;https://fr.wikipedia.org/wiki/10e_%C3%A9tape_du_Tour_de_France_2024
