numero;date;depart;arrivee;long;denivele;type;wiki
4;01/09/2020;Sisteron;Orcières Merlette 1850;160.5;3200;1;https://fr.wikipedia.org/wiki/4e_%C3%A9tape_du_Tour_de_France_2020
