numero;date;depart;arrivee;long;denivele;type;wiki
11;12/07/2023;Clermont-Ferrand;Moulins;179,8 km;1854;1;https://fr.wikipedia.org/wiki/11e_%C3%A9tape_du_Tour_de_France_2023
