numero;date;depart;arrivee;long;denivele;type;wiki
4;10/07/2018;La Baule-Escoublac;Sarzeau;195;NC;1;https://fr.wikipedia.org/wiki/4e_%C3%A9tape_du_Tour_de_France_2018
