numero;date;depart;arrivee;long;denivele;type;wiki
2;03/07/2016;Saint-Lô;Cherbourg-en-Cotentin;183;NC;1;https://fr.wikipedia.org/wiki/2e_%C3%A9tape_du_Tour_de_France_2016
