numero;date;depart;arrivee;long;denivele;type;wiki
12;19/07/2018;Bourg-Saint-Maurice;Alpe d'Huez;175.5;NC;1;https://fr.wikipedia.org/wiki/12e_%C3%A9tape_du_Tour_de_France_2018
