numero;date;depart;arrivee;long;denivele;type;wiki
8;06/07/2024;Semur-en-Auxois;Colombey les Deux Églises;183.4;2291;1;https://fr.wikipedia.org/wiki/8e_%C3%A9tape_du_Tour_de_France_2024
