numero;date;depart;arrivee;long;denivele;type;wiki
18;17/09/2020;Méribel;La Roche-sur-Foron;175;5166;1;https://fr.wikipedia.org/wiki/18e_%C3%A9tape_du_Tour_de_France_2020
