numero;date;depart;arrivee;long;denivele;type;wiki
5;05/07/2017;Vittel;Planche des Belles Filles;160.5;NC;1;https://fr.wikipedia.org/wiki/5e_%C3%A9tape_du_Tour_de_France_2017
